ReferenceAllele,AlternateAllele,Chromosome,Start,Stop,GeneSymbol,ClinicalSignificance,PhenotypeList,Type,Assembly
na,na,15,28116316,28116316,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|not provided|Tyrosinase-positive oculocutaneous albinism;SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|Nonsyndromic Oculocutaneous Albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|Oculocutaneous albinism",single nucleotide variant,GRCh37
na,na,15,27871170,27871170,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|not provided|Tyrosinase-positive oculocutaneous albinism;SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|Nonsyndromic Oculocutaneous Albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|Oculocutaneous albinism",single nucleotide variant,GRCh38
na,na,15,28171392,28171392,OCA2,Pathogenic,Tyrosinase-positive oculocutaneous albinism,Deletion,GRCh37
na,na,15,27926246,27926246,OCA2,Pathogenic,Tyrosinase-positive oculocutaneous albinism,Deletion,GRCh38
na,na,15,28259965,28259965,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|not provided|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES",single nucleotide variant,GRCh37
na,na,15,28014819,28014819,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|not provided|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES",single nucleotide variant,GRCh38
na,na,15,28123663,28246288,OCA2,Pathogenic,Tyrosinase-positive oculocutaneous albinism,Deletion,GRCh37
na,na,15,27878517,28001142,OCA2,Pathogenic,Tyrosinase-positive oculocutaneous albinism,Deletion,GRCh38
na,na,15,28171315,28171315,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|not provided|Oculocutaneous albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES;Tyrosinase-positive oculocutaneous albinism",single nucleotide variant,GRCh37
na,na,15,27926169,27926169,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|not provided|Oculocutaneous albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES;Tyrosinase-positive oculocutaneous albinism",single nucleotide variant,GRCh38
na,na,15,28228529,28228529,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|not provided|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES;Tyrosinase-positive oculocutaneous albinism|OCA2-related disorder|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|Oculocutaneous albinism",single nucleotide variant,GRCh37
na,na,15,27983383,27983383,OCA2,Pathogenic/Likely pathogenic,"Tyrosinase-positive oculocutaneous albinism|not provided|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES;Tyrosinase-positive oculocutaneous albinism|OCA2-related disorder|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|Oculocutaneous albinism",single nucleotide variant,GRCh38
na,na,15,28260053,28260053,OCA2,Benign,"SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|not specified|Tyrosinase-positive oculocutaneous albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES;Tyrosinase-positive oculocutaneous albinism|not provided",single nucleotide variant,GRCh37
na,na,15,28014907,28014907,OCA2,Benign,"SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|not specified|Tyrosinase-positive oculocutaneous albinism|SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES;Tyrosinase-positive oculocutaneous albinism|not provided",single nucleotide variant,GRCh38
na,na,15,28230318,28230318,OCA2,Benign,"SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|not specified|Tyrosinase-positive oculocutaneous albinism|not provided",single nucleotide variant,GRCh37
na,na,15,27985172,27985172,OCA2,Benign,"SKIN/HAIR/EYE PIGMENTATION 1, BLUE/NONBLUE EYES|not specified|Tyrosinase-positive oculocutaneous albinism|not provided",single nucleotide variant,GRCh38
na,na,15,28335820,28335820,OCA2,no classification for the single variant,-,Variation,GRCh37
na,na,15,28090674,28090674,OCA2,no classification for the single variant,-,Variation,GRCh38
na,na,15,28234747,28234747,OCA2,Uncertain significance,Tyrosinase-positive oculocutaneous albinism,single nucleotide variant,GRCh37
na,na,15,27989601,27989601,OCA2,Uncertain significance,Tyrosinase-positive oculocutaneous albinism,single nucleotide variant,GRCh38
na,na,6,80198881,80198881,LCA5,Pathogenic,Leber congenital amaurosis 5|not provided|Leber congenital amaurosis|Retinal dystrophy,Deletion,GRCh37
na,na,6,79489164,79489164,LCA5,Pathogenic,Leber congenital amaurosis 5|not provided|Leber congenital amaurosis|Retinal dystrophy,Deletion,GRCh38
na,na,6,80197338,80197339,LCA5,Pathogenic,Leber congenital amaurosis 5,Duplication,GRCh37
na,na,6,79487621,79487622,LCA5,Pathogenic,Leber congenital amaurosis 5,Duplication,GRCh38
na,na,6,80203353,80203353,LCA5,Pathogenic,Leber congenital amaurosis 5|Inborn genetic diseases|not provided|Retinal dystrophy|Leber congenital amaurosis,single nucleotide variant,GRCh37
na,na,6,79493636,79493636,LCA5,Pathogenic,Leber congenital amaurosis 5|Inborn genetic diseases|not provided|Retinal dystrophy|Leber congenital amaurosis,single nucleotide variant,GRCh38
na,na,6,80246622,80248219,LCA5,Pathogenic,Leber congenital amaurosis 5,Deletion,GRCh37
na,na,6,79536905,79538502,LCA5,Pathogenic,Leber congenital amaurosis 5,Deletion,GRCh38
na,na,12,50898787,50898807,DIP2B,Pathogenic,"Intellectual disability, FRA12A type",Insertion,GRCh37
na,na,12,50505004,50506073,DIP2B,Pathogenic,"Intellectual disability, FRA12A type",Insertion,GRCh38
na,na,15,89858550,89858550,FANCI,Conflicting classifications of pathogenicity,Fanconi anemia complementation group I|Fanconi anemia,single nucleotide variant,GRCh37
na,na,15,89315319,89315319,FANCI,Conflicting classifications of pathogenicity,Fanconi anemia complementation group I|Fanconi anemia,single nucleotide variant,GRCh38
na,na,15,89858549,89858549,FANCI;POLG,Pathogenic,Fanconi anemia complementation group I|not provided|Fanconi anemia|FANCI-related disorder,single nucleotide variant,GRCh37
na,na,15,89315318,89315318,FANCI;POLG,Pathogenic,Fanconi anemia complementation group I|not provided|Fanconi anemia|FANCI-related disorder,single nucleotide variant,GRCh38
na,na,17,29324307,29324307,RNF135,Uncertain significance,"Macrocephaly, macrosomia, facial dysmorphism syndrome",single nucleotide variant,GRCh37
na,na,17,30997289,30997289,RNF135,Uncertain significance,"Macrocephaly, macrosomia, facial dysmorphism syndrome",single nucleotide variant,GRCh38
na,na,17,29324322,29324322,RNF135,Uncertain significance,"Macrocephaly, macrosomia, facial dysmorphism syndrome",Deletion,GRCh37
na,na,17,30997304,30997304,RNF135,Uncertain significance,"Macrocephaly, macrosomia, facial dysmorphism syndrome",Deletion,GRCh38
na,na,17,29325924,29325924,RNF135,Pathogenic,"Macrocephaly, macrosomia, facial dysmorphism syndrome|Autism spectrum disorder",Deletion,GRCh37
na,na,17,30998906,30998906,RNF135,Pathogenic,"Macrocephaly, macrosomia, facial dysmorphism syndrome|Autism spectrum disorder",Deletion,GRCh38
na,na,17,29325767,29325767,RNF135,Uncertain significance,"Macrocephaly, macrosomia, facial dysmorphism syndrome",single nucleotide variant,GRCh37
na,na,17,30998749,30998749,RNF135,Uncertain significance,"Macrocephaly, macrosomia, facial dysmorphism syndrome",single nucleotide variant,GRCh38
na,na,10,124214448,124214448,ARMS2,Benign,Age related macular degeneration 8|not provided|ARMS2-related disorder,single nucleotide variant,GRCh37
na,na,10,122454932,122454932,ARMS2,Benign,Age related macular degeneration 8|not provided|ARMS2-related disorder,single nucleotide variant,GRCh38
na,na,10,124216821,124217264,ARMS2,risk factor,Age related macular degeneration 8,Indel,GRCh37
na,na,10,122457305,122457748,ARMS2,risk factor,Age related macular degeneration 8,Indel,GRCh38
na,na,2,220022916,220022916,NHEJ1,Conflicting classifications of pathogenicity,Cernunnos-XLF deficiency|not provided,single nucleotide variant,GRCh37
na,na,2,219158194,219158194,NHEJ1,Conflicting classifications of pathogenicity,Cernunnos-XLF deficiency|not provided,single nucleotide variant,GRCh38
na,na,2,220022217,220022217,NHEJ1,Pathogenic,Cernunnos-XLF deficiency,single nucleotide variant,GRCh37
na,na,2,219157495,219157495,NHEJ1,Pathogenic,Cernunnos-XLF deficiency,single nucleotide variant,GRCh38
na,na,2,220011458,220011458,NHEJ1,Pathogenic,not provided|Cernunnos-XLF deficiency,single nucleotide variant,GRCh37
na,na,2,219146736,219146736,NHEJ1,Pathogenic,not provided|Cernunnos-XLF deficiency,single nucleotide variant,GRCh38
na,na,2,220022905,220022907,NHEJ1,Pathogenic,Cernunnos-XLF deficiency,Indel,GRCh37
na,na,2,219158183,219158185,NHEJ1,Pathogenic,Cernunnos-XLF deficiency,Indel,GRCh38
na,na,2,220023073,220023074,NHEJ1,Pathogenic,Cernunnos-XLF deficiency|Severe combined immunodeficiency disease,Duplication,GRCh37
na,na,2,219158351,219158352,NHEJ1,Pathogenic,Cernunnos-XLF deficiency|Severe combined immunodeficiency disease,Duplication,GRCh38
na,na,6,20661034,20661034,CDKAL1,Uncertain significance,Type 2 diabetes mellitus,single nucleotide variant,GRCh37
na,na,6,20660803,20660803,CDKAL1,Uncertain significance,Type 2 diabetes mellitus,single nucleotide variant,GRCh38
na,na,6,20679709,20679709,CDKAL1,Uncertain significance,Type 2 diabetes mellitus,single nucleotide variant,GRCh37
na,na,6,20679478,20679478,CDKAL1,Uncertain significance,Type 2 diabetes mellitus,single nucleotide variant,GRCh38
na,na,3,160095273,160095273,IFT80,Pathogenic,Asphyxiating thoracic dystrophy 2,single nucleotide variant,GRCh37
na,na,3,160377485,160377485,IFT80,Pathogenic,Asphyxiating thoracic dystrophy 2,single nucleotide variant,GRCh38
na,na,3,159986323,159986323,IFT80,Conflicting classifications of pathogenicity,Asphyxiating thoracic dystrophy 2|Jeune thoracic dystrophy|not provided,single nucleotide variant,GRCh37
na,na,3,160268535,160268535,IFT80,Conflicting classifications of pathogenicity,Asphyxiating thoracic dystrophy 2|Jeune thoracic dystrophy|not provided,single nucleotide variant,GRCh38
na,na,9,100451882,100451882,XPA,Likely pathogenic,Xeroderma pigmentosum group A|Xeroderma pigmentosum,single nucleotide variant,GRCh37
na,na,9,97689600,97689600,XPA,Likely pathogenic,Xeroderma pigmentosum group A|Xeroderma pigmentosum,single nucleotide variant,GRCh38
na,na,9,100451852,100451856,XPA,Pathogenic,Xeroderma pigmentosum group A|Xeroderma pigmentosum|not provided,Microsatellite,GRCh37
na,na,9,97689570,97689574,XPA,Pathogenic,Xeroderma pigmentosum group A|Xeroderma pigmentosum|not provided,Microsatellite,GRCh38
na,na,9,100437861,100437861,XPA,Pathogenic,Xeroderma pigmentosum group A|Xeroderma pigmentosum|not provided,single nucleotide variant,GRCh37
na,na,9,97675579,97675579,XPA,Pathogenic,Xeroderma pigmentosum group A|Xeroderma pigmentosum|not provided,single nucleotide variant,GRCh38
na,na,9,100447259,100447259,XPA,Pathogenic,Xeroderma pigmentosum group A|not provided|Xeroderma pigmentosum,single nucleotide variant,GRCh37
na,na,9,97684977,97684977,XPA,Pathogenic,Xeroderma pigmentosum group A|not provided|Xeroderma pigmentosum,single nucleotide variant,GRCh38
na,na,9,100451857,100451857,XPA,Pathogenic,Xeroderma pigmentosum group A,single nucleotide variant,GRCh37
na,na,9,97689575,97689575,XPA,Pathogenic,Xeroderma pigmentosum group A,single nucleotide variant,GRCh38
na,na,9,100459401,100459401,XPA,Pathogenic,Xeroderma pigmentosum group A,single nucleotide variant,GRCh37
na,na,9,97697119,97697119,XPA,Pathogenic,Xeroderma pigmentosum group A,single nucleotide variant,GRCh38
na,na,22,46191240,46191244,ATXN10,Benign,Spinocerebellar ataxia type 10,Microsatellite,GRCh37
na,na,22,45795360,45795364,ATXN10,Benign,Spinocerebellar ataxia type 10,Microsatellite,GRCh38
na,na,8,118184783,118184783,SLC30A8,Benign; risk factor,"Diabetes mellitus type 2, susceptibility to|SLC30A8-related disorder",single nucleotide variant,GRCh37
na,na,8,117172544,117172544,SLC30A8,Benign; risk factor,"Diabetes mellitus type 2, susceptibility to|SLC30A8-related disorder",single nucleotide variant,GRCh38
na,na,4,128851907,128851907,MFSD8,Likely pathogenic,Neuronal ceroid lipofuscinosis 7,single nucleotide variant,GRCh37
na,na,4,127930752,127930752,MFSD8,Likely pathogenic,Neuronal ceroid lipofuscinosis 7,single nucleotide variant,GRCh38
na,na,4,128842743,128842743,MFSD8,Pathogenic,Neuronal ceroid lipofuscinosis 7,single nucleotide variant,GRCh37
na,na,4,127921588,127921588,MFSD8,Pathogenic,Neuronal ceroid lipofuscinosis 7,single nucleotide variant,GRCh38
na,na,4,128851942,128851942,MFSD8,Pathogenic,Neuronal ceroid lipofuscinosis 7|not provided|Neuronal ceroid lipofuscinosis 7;Macular dystrophy with central cone involvement,single nucleotide variant,GRCh37
na,na,4,127930787,127930787,MFSD8,Pathogenic,Neuronal ceroid lipofuscinosis 7|not provided|Neuronal ceroid lipofuscinosis 7;Macular dystrophy with central cone involvement,single nucleotide variant,GRCh38
na,na,4,128864984,128864984,MFSD8,Conflicting classifications of pathogenicity,Neuronal ceroid lipofuscinosis 7|not provided|Neuronal ceroid lipofuscinosis,single nucleotide variant,GRCh37
na,na,4,127943829,127943829,MFSD8,Conflicting classifications of pathogenicity,Neuronal ceroid lipofuscinosis 7|not provided|Neuronal ceroid lipofuscinosis,single nucleotide variant,GRCh38
na,na,4,128842794,128842794,MFSD8,Pathogenic/Likely pathogenic,Neuronal ceroid lipofuscinosis 7|not provided|Inborn genetic diseases|Neuronal ceroid lipofuscinosis|Neuronal ceroid lipofuscinosis 7;Macular dystrophy with central cone involvement,single nucleotide variant,GRCh37
na,na,4,127921639,127921639,MFSD8,Pathogenic/Likely pathogenic,Neuronal ceroid lipofuscinosis 7|not provided|Inborn genetic diseases|Neuronal ceroid lipofuscinosis|Neuronal ceroid lipofuscinosis 7;Macular dystrophy with central cone involvement,single nucleotide variant,GRCh38
na,na,4,128851955,128851955,MFSD8,Pathogenic/Likely pathogenic,Neuronal ceroid lipofuscinosis 7|not provided|Late-infantile neuronal ceroid lipofuscinosis|Inborn genetic diseases,single nucleotide variant,GRCh37
na,na,4,127930800,127930800,MFSD8,Pathogenic/Likely pathogenic,Neuronal ceroid lipofuscinosis 7|not provided|Late-infantile neuronal ceroid lipofuscinosis|Inborn genetic diseases,single nucleotide variant,GRCh38
na,na,4,128863284,128863285,MFSD8,Pathogenic,Neuronal ceroid lipofuscinosis 7,Indel,GRCh37
na,na,4,127942129,127942130,MFSD8,Pathogenic,Neuronal ceroid lipofuscinosis 7,Indel,GRCh38
na,na,7,23180394,23180394,KLHL7,Pathogenic/Likely pathogenic,Retinitis pigmentosa 42|not provided,single nucleotide variant,GRCh37
na,na,7,23140775,23140775,KLHL7,Pathogenic/Likely pathogenic,Retinitis pigmentosa 42|not provided,single nucleotide variant,GRCh38
na,na,7,23180403,23180403,KLHL7,Pathogenic/Likely pathogenic,Retinitis pigmentosa 42|not provided|Retinitis pigmentosa|Retinal dystrophy,single nucleotide variant,GRCh37
na,na,7,23140784,23140784,KLHL7,Pathogenic/Likely pathogenic,Retinitis pigmentosa 42|not provided|Retinitis pigmentosa|Retinal dystrophy,single nucleotide variant,GRCh38
na,na,7,23180402,23180402,KLHL7,Pathogenic,Retinitis pigmentosa 42|Retinal dystrophy,single nucleotide variant,GRCh37
na,na,7,23140783,23140783,KLHL7,Pathogenic,Retinitis pigmentosa 42|Retinal dystrophy,single nucleotide variant,GRCh38
na,na,12,32751500,32751500,FGD4,Pathogenic,Charcot-Marie-Tooth disease type 4H|not provided|Charcot-Marie-Tooth disease type 4,single nucleotide variant,GRCh37
na,na,12,32598566,32598566,FGD4,Pathogenic,Charcot-Marie-Tooth disease type 4H|not provided|Charcot-Marie-Tooth disease type 4,single nucleotide variant,GRCh38
na,na,12,32777993,32777994,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease,Microsatellite,GRCh37
na,na,12,32625059,32625060,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease,Microsatellite,GRCh38
na,na,12,32778708,32778708,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H,single nucleotide variant,GRCh37
na,na,12,32625774,32625774,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H,single nucleotide variant,GRCh38
na,na,12,32755151,32755151,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease,single nucleotide variant,GRCh37
na,na,12,32602217,32602217,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease,single nucleotide variant,GRCh38
na,na,12,32754344,32754344,FGD4,Pathogenic,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease type 4,single nucleotide variant,GRCh37
na,na,12,32601410,32601410,FGD4,Pathogenic,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease type 4,single nucleotide variant,GRCh38
na,na,12,32786481,32786481,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease,single nucleotide variant,GRCh37
na,na,12,32633547,32633547,FGD4,Conflicting classifications of pathogenicity,Charcot-Marie-Tooth disease type 4H|Charcot-Marie-Tooth disease,single nucleotide variant,GRCh38
na,na,3,128598490,128598491,ACAD9,Conflicting classifications of pathogenicity,Acyl-CoA dehydrogenase 9 deficiency|not specified|not provided,Duplication,GRCh37
na,na,3,128879647,128879648,ACAD9,Conflicting classifications of pathogenicity,Acyl-CoA dehydrogenase 9 deficiency|not specified|not provided,Duplication,GRCh38
na,na,1,6529504,6529504,PLEKHG5,Conflicting classifications of pathogenicity,"Neuronopathy, distal hereditary motor, autosomal recessive 4|Hereditary motor neuron disease",single nucleotide variant,GRCh37
na,na,1,6469444,6469444,PLEKHG5,Conflicting classifications of pathogenicity,"Neuronopathy, distal hereditary motor, autosomal recessive 4|Hereditary motor neuron disease",single nucleotide variant,GRCh38
na,na,3,9726311,9726311,MTMR14,Uncertain significance,"MYOPATHY, CENTRONUCLEAR, AUTOSOMAL DOMINANT, MODIFIER OF|not provided",single nucleotide variant,GRCh37
na,na,3,9684627,9684627,MTMR14,Uncertain significance,"MYOPATHY, CENTRONUCLEAR, AUTOSOMAL DOMINANT, MODIFIER OF|not provided",single nucleotide variant,GRCh38
na,na,3,9730718,9730718,MTMR14,Uncertain significance,"MYOPATHY, CENTRONUCLEAR, AUTOSOMAL DOMINANT, MODIFIER OF|not provided",single nucleotide variant,GRCh37
na,na,3,9689034,9689034,MTMR14,Uncertain significance,"MYOPATHY, CENTRONUCLEAR, AUTOSOMAL DOMINANT, MODIFIER OF|not provided",single nucleotide variant,GRCh38
na,na,na,-1,-1,MIAT,no classification for the single variant,-,single nucleotide variant,na
na,na,7,295835,295835,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
na,na,7,255869,255869,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh38
na,na,7,295905,295905,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
na,na,7,255939,255939,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh38
na,na,7,299836,299836,FAM20C,Uncertain significance,Lethal osteosclerotic bone dysplasia|not provided,single nucleotide variant,GRCh37
na,na,7,259870,259870,FAM20C,Uncertain significance,Lethal osteosclerotic bone dysplasia|not provided,single nucleotide variant,GRCh38
na,na,7,288278,288278,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
na,na,7,248312,248312,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh38
na,na,7,295878,295878,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
na,na,7,255912,255912,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh38
na,na,7,296969,296969,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
na,na,7,257003,257003,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh38
na,na,7,286478,286478,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
na,na,7,246512,246512,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh38
na,na,7,298611,298611,FAM20C,Pathogenic,Lethal osteosclerotic bone dysplasia,single nucleotide variant,GRCh37
